file,line,string,kind,line_text
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\employer-profile\UnionRelationshipsCard.jsx,40,"<span className=""text-muted-foreground"">Bargaining Unit Size</span>",jsx_text_or_expr,"<span className=""text-muted-foreground"">Bargaining Unit Size</span>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\employer-profile\UnionRelationshipsCard.jsx,41,"<div className=""font-medium"">{Number(unitSize).toLocaleString()}</div>",jsx_text_or_expr,"<div className=""font-medium"">{Number(unitSize).toLocaleString()}</div>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\employer-profile\WhdCard.jsx,77,"<Button variant=""outline"" size=""sm"" onClick={() => setShowAll(true)}>",jsx_text_or_expr,"<Button variant=""outline"" size=""sm"" onClick={() => setShowAll(true)}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierHeader.jsx,50,"<Button variant=""outline"" size=""sm"" className=""gap-1.5"" onClick={onRunAgain}>",jsx_text_or_expr,"<Button variant=""outline"" size=""sm"" className=""gap-1.5"" onClick={onRunAgain}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierSection.jsx,11,Workplace Safety,string_literal,"workplace:  { icon: HardHat,        label: 'Workplace Safety',    defaultOpen: false },"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierSection.jsx,12,Financial,string_literal,"financial:  { icon: DollarSign,     label: 'Financial',           defaultOpen: false },"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierSection.jsx,20,NLRB Elections,string_literal,"company_type: 'Type', union_names: 'Unions Present', nlrb_election_count: 'NLRB Elections',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierSection.jsx,21,Union Contracts,string_literal,"nlrb_ulp_count: 'ULP Charges', existing_contracts: 'Union Contracts',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierSection.jsx,23,OSHA Violations,string_literal,"osha_violation_count: 'OSHA Violations', osha_serious_count: 'Serious Violations',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\DossierSection.jsx,26,Federal Contracts,string_literal,"demographic_profile: 'Demographics', federal_contract_count: 'Federal Contracts',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\NewResearchModal.jsx,105,"<Button type=""button"" variant=""outline"" size=""sm"" onClick={onClose}>",jsx_text_or_expr,"<Button type=""button"" variant=""outline"" size=""sm"" onClick={onClose}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\NewResearchModal.jsx,108,"<Button type=""submit"" size=""sm"" disabled={!companyName.trim() || isPending}>",jsx_text_or_expr,"<Button type=""submit"" size=""sm"" disabled={!companyName.trim() || isPending}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchFilters.jsx,50,"<Button variant=""ghost"" size=""sm"" onClick={onClearAll} className=""gap-1 text-muted-foreground"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={onClearAll} className=""gap-1 text-muted-foreground"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchPage.jsx,44,"<Button size=""sm"" className=""gap-1.5"" onClick={() => setModalOpen(true)}>",jsx_text_or_expr,"<Button size=""sm"" className=""gap-1.5"" onClick={() => setModalOpen(true)}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchPage.jsx,52,"<p><strong>What you get:</strong> ~30 facts across 7 sections covering identity, labor history, financial standing, government contracts, legal actions, industry context, and an overall assessment.</p>",jsx_text_or_expr,"<p><strong>What you get:</strong> ~30 facts across 7 sections covering identity, labor history, financial standing, government contracts, legal actions, industry context, and an overall assessment.</p>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchPage.jsx,86,"<Button size=""sm"" className=""gap-1.5"" onClick={() => setModalOpen(true)}>",jsx_text_or_expr,"<Button size=""sm"" className=""gap-1.5"" onClick={() => setModalOpen(true)}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,16,financial,string_literal,"'financial',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,57,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,70,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,89,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,99,"<Button variant=""outline"" size=""sm"" onClick={() => statusQuery.refetch()}>",jsx_text_or_expr,"<Button variant=""outline"" size=""sm"" onClick={() => statusQuery.refetch()}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,112,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={handleBack} className=""gap-1.5"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,136,"{result.quality_score.toFixed(1)}<span className=""text-sm font-normal text-muted-foreground"">/10</span>",jsx_text_or_expr,"{result.quality_score.toFixed(1)}<span className=""text-sm font-normal text-muted-foreground"">/10</span>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\research\ResearchResultPage.jsx,152,"<span className=""w-28 text-muted-foreground shrink-0"">{label} <span className=""text-xs"">({weight})</span></span>",jsx_text_or_expr,"<span className=""w-28 text-muted-foreground shrink-0"">{label} <span className=""text-xs"">({weight})</span></span>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\scorecard\QualityIndicator.jsx,20,"<span className=""text-sm font-medium tabular-nums w-7 text-right"">{score}</span>",jsx_text_or_expr,"<span className=""text-sm font-medium tabular-nums w-7 text-right"">{score}</span>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\scorecard\TargetsFilters.jsx,117,"<Button variant=""ghost"" size=""sm"" onClick={onClearAll} className=""text-xs"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={onClearAll} className=""text-xs"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\scorecard\TargetsTable.jsx,96,data_quality_score,string_literal,"accessorKey: 'data_quality_score',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\scorecard\TargetsTable.jsx,97,"cell: ({ getValue }) => <QualityIndicator score={getValue()} />,",jsx_text_or_expr,"cell: ({ getValue }) => <QualityIndicator score={getValue()} />,"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchFilters.jsx,12,NLRB,string_literal,"{ value: 'NLRB', label: 'NLRB (Elections)' },"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchFilters.jsx,12,NLRB (Elections),string_literal,"{ value: 'NLRB', label: 'NLRB (Elections)' },"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchFilters.jsx,60,score_tier,string_literal,"filters.score_tier && { key: 'score_tier', label: `Tier: ${filters.score_tier}` },"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchFilters.jsx,162,score_tier,string_literal,"onChange={(e) => onSetFilter('score_tier', e.target.value)}"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,79,<li><strong>Employee size:</strong> Filter to employers within a size range (e.g. 100-500).</li>,jsx_text_or_expr,<li><strong>Employee size:</strong> Filter to employers within a size range (e.g. 100-500).</li>
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,80,"<li><strong>Score tier:</strong> Show only employers in a specific tier (Priority, Strong, etc.).</li>",jsx_text_or_expr,"<li><strong>Score tier:</strong> Show only employers in a specific tier (Priority, Strong, etc.).</li>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,82,"<li><strong>Union status:</strong> Show only employers with existing union contracts, or only those without.</li>",jsx_text_or_expr,"<li><strong>Union status:</strong> Show only employers with existing union contracts, or only those without.</li>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,99,"<Button variant=""outline"" size=""sm"" onClick={() => handleSearch(filters.q)}>",jsx_text_or_expr,"<Button variant=""outline"" size=""sm"" onClick={() => handleSearch(filters.q)}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,155,"<Button variant=""outline"" size=""sm"" disabled={page <= 1} onClick={() => setPage(page - 1)}>",jsx_text_or_expr,"<Button variant=""outline"" size=""sm"" disabled={page <= 1} onClick={() => setPage(page - 1)}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,158,"<span className=""text-sm text-muted-foreground"">Page {page} of {Math.ceil(data.total / PAGE_SIZE)}</span>",jsx_text_or_expr,"<span className=""text-sm text-muted-foreground"">Page {page} of {Math.ceil(data.total / PAGE_SIZE)}</span>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\SearchPage.jsx,159,"<Button variant=""outline"" size=""sm"" disabled={page >= Math.ceil(data.total / PAGE_SIZE)} onClick={() => setPage(page + 1)}>",jsx_text_or_expr,"<Button variant=""outline"" size=""sm"" disabled={page >= Math.ceil(data.total / PAGE_SIZE)} onClick={() => setPage(page + 1)}>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\useSearchState.js,4,score_tier,string_literal,"const PARAM_KEYS = ['q', 'state', 'naics', 'source_type', 'has_union', 'min_workers', 'max_workers', 'score_tier', 'page']"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\search\useSearchState.js,20,score_tier,string_literal,"score_tier: searchParams.get('score_tier') || '',"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionElectionsSection.jsx,29,"<CardTitle className=""text-lg"">NLRB Elections</CardTitle>",jsx_text_or_expr,"<CardTitle className=""text-lg"">NLRB Elections</CardTitle>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionElectionsSection.jsx,56,"<th className=""px-3 py-2 text-right font-medium text-muted-foreground"">Unit Size</th>",jsx_text_or_expr,"<th className=""px-3 py-2 text-right font-medium text-muted-foreground"">Unit Size</th>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionElectionsSection.jsx,68,"<td className=""px-3 py-2 text-right tabular-nums"">{formatNumber(el.unit_size)}</td>",jsx_text_or_expr,"<td className=""px-3 py-2 text-right tabular-nums"">{formatNumber(el.unit_size)}</td>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionFilters.jsx,98,"<Button variant=""ghost"" size=""sm"" onClick={onClearAll} className=""text-xs"">",jsx_text_or_expr,"<Button variant=""ghost"" size=""sm"" onClick={onClearAll} className=""text-xs"">"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionFinancialsSection.jsx,22,"<CardTitle className=""text-lg"">Financial Trends</CardTitle>",jsx_text_or_expr,"<CardTitle className=""text-lg"">Financial Trends</CardTitle>"
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionProfilePage.jsx,15,./UnionFinancialsSection,string_literal,import { UnionFinancialsSection } from './UnionFinancialsSection'
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionProfilePage.jsx,84,<UnionElectionsSection elections={nlrbElections} />,jsx_text_or_expr,<UnionElectionsSection elections={nlrbElections} />
C:\Users\jakew\.local\bin\Labor Data Project_real\frontend\src\features\union-explorer\UnionProfilePage.jsx,85,<UnionFinancialsSection trends={financialTrends} />,jsx_text_or_expr,<UnionFinancialsSection trends={financialTrends} />
